GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
128,7,0.000,0.000,0.000,AStar,288.757,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,27.710,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,289.276,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.271,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,287.048,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.515,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,290.497,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.301,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,286.285,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.271,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,290.680,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.606,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.818,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.149,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,290.375,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.271,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,287.567,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.576,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,291.840,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.179,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,287.354,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.454,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.117,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.301,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,287.598,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.301,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,287.872,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.545,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,291.901,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.393,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.391,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.423,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.422,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.362,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.757,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.210,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,285.645,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.210,166,261.000,1681,2
128,7,0.000,0.000,0.000,AStar,288.971,167,255.000,9122,0
128,7,0.000,0.000,0.000,ILSWithAStar,21.240,166,261.000,1681,2
