GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
48,7,0.000,0.000,0.000,AStar,21.324,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.838,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.324,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.823,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.523,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.823,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.385,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.892,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.561,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.846,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,22.842,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.853,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.439,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.892,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.683,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.899,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.652,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.899,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.698,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.831,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.667,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.869,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.667,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.853,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.690,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.869,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.599,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.876,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.576,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.846,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.576,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.838,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.484,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.861,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.416,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.876,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.263,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.884,58,95.000,323,1
48,7,0.000,0.000,0.000,AStar,21.217,62,95.000,1669,0
48,7,0.000,0.000,0.000,ILSWithAStar,2.838,58,95.000,323,1
