GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
112,7,0.000,0.000,0.000,AStar,873.474,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,17.151,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,881.561,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,17.151,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,876.953,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.937,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,873.779,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,18.646,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,861.786,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.754,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,877.502,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.998,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,870.728,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.785,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,873.383,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.998,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,882.935,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.907,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,866.638,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.907,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,873.779,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.937,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,874.817,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.815,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,872.101,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.571,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,863.586,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.815,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,880.463,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.846,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,881.714,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.968,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,870.697,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,17.120,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,878.723,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,17.029,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,873.352,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,16.785,130,223.000,1718,2
112,7,0.000,0.000,0.000,AStar,870.178,146,223.000,13961,0
112,7,0.000,0.000,0.000,ILSWithAStar,17.059,130,223.000,1718,2
