GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
16,7,0.000,0.000,0.000,AStar,4.620,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.816,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.102,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.580,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.102,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.587,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.137,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.599,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.110,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.584,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.122,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.568,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.087,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.576,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.087,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.576,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.083,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.580,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.110,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.572,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.114,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.568,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.091,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.561,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.080,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.565,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.091,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.565,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.133,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.587,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.091,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.565,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.095,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.576,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.102,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.580,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.114,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.584,20,30.000,109,1
16,7,0.000,0.000,0.000,AStar,1.110,20,30.000,279,0
16,7,0.000,0.000,0.000,ILSWithAStar,0.584,20,30.000,109,1
