GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
16,7,0.000,0.000,0.000,AStar,3.494,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.748,19,303.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.289,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.870,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.304,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.748,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.297,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.839,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.189,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.725,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.297,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.839,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.273,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.740,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.350,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.870,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.342,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.778,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.305,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.839,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.380,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.763,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.266,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.847,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.250,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.725,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.289,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.847,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.372,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.755,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.305,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.862,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.281,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.725,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.289,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.870,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.304,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.748,19,315.000,125,0
16,7,0.000,0.000,0.000,JPS,0.000,0,0.000,0,0
16,7,0.000,0.000,0.000,ILSWithAStar,1.274,18,275.000,140,1
16,7,0.000,0.000,0.000,ILSWithGBFS,0.854,19,321.000,125,1
16,7,0.000,0.000,0.000,AStar,3.311,21,298.000,235,0
16,7,0.000,0.000,0.000,GBFS,0.771,19,315.000,125,0
