GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
48,7,0.000,0.000,0.000,AStar,630.859,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.662,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.195,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.825,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.876,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,621.399,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.540,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.256,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.672,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.845,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,621.735,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.632,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.226,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,27.252,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.937,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,626.373,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.571,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.195,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.520,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,628.174,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.479,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.226,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.642,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,613.342,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.571,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.195,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.825,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.845,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,626.038,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.632,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.348,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.520,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.845,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,626.343,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.784,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.653,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.764,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.815,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,625.427,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.571,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.226,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.978,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,627.960,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.601,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.165,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.642,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.723,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,625.336,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.571,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.195,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.611,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.815,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,625.153,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.571,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.226,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.550,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.876,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,627.625,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.662,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.256,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.764,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,626.373,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.510,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.287,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.733,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,629.913,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.754,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.287,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.978,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.906,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,638.611,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.662,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.165,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,27.344,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.937,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,636.597,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.845,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,7.172,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,27.283,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.998,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,635.712,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.601,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.195,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.520,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,627.899,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.601,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.165,41,1973.000,277,0
48,7,0.000,0.000,0.000,ILSWithAStar,26.611,51,2299.000,655,2
48,7,0.000,0.000,0.000,ILSWithGBFS,3.784,56,2546.000,307,1
48,7,0.000,0.000,0.000,AStar,624.817,54,2336.000,3571,0
48,7,0.000,0.000,0.000,GBFS,3.632,56,2546.000,307,0
48,7,0.000,0.000,0.000,JPS,6.226,41,1973.000,277,0
