GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
64,10,0.000,0.000,0.000,AStar,556.595,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,7.111,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,9.415,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,72.617,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.233,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,560.730,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.851,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.850,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,70.389,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.416,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,547.592,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,7.019,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.835,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,70.602,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.172,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,550.064,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.989,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.865,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,70.786,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.004,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,552.261,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.775,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.881,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,71.304,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.172,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,552.582,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,7.050,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.759,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,70.526,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.324,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,553.162,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,7.095,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.911,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,71.487,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.355,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,549.484,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.943,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.804,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,71.472,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.233,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,548.233,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,7.034,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.804,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,70.602,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.172,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,557.404,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.927,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,8.850,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,72.601,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.553,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,551.636,69,3724.000,3046,0
64,10,0.000,0.000,0.000,GBFS,6.790,67,3841.000,438,0
64,10,0.000,0.000,0.000,JPS,9.048,65,3916.000,412,0
64,10,0.000,0.000,0.000,ILSWithAStar,69.931,66,3589.000,1171,3
64,10,0.000,0.000,0.000,ILSWithGBFS,7.080,67,3841.000,438,1
64,10,0.000,0.000,0.000,AStar,555.435,69,3724.000,3046,0
