GridSize,MaxHeight,OffsetX,OffsetY,OffsetZ,Algorithm,TimeTaken,PathLength,PathCost,VisitedNodes,CorridorIterations
32,7,0.000,0.000,0.000,AStar,145.346,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.946,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,211.721,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,6.458,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.586,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,144.037,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.189,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,214.344,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.398,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.548,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,150.829,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.405,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,204.844,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.476,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.586,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,153.681,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.448,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,205.896,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.499,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.538,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,152.588,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.391,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,244.930,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,6.279,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.986,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,154.575,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.536,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,229.017,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.295,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.386,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,144.808,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.269,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,212.006,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.325,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.529,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,146.027,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.246,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,210.651,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.367,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.563,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,145.451,36,1021.000,1544,0
32,7,0.000,0.000,0.000,GBFS,3.212,34,1060.000,297,0
32,7,0.000,0.000,0.000,JPS,212.174,37,1161.000,227,0
32,7,0.000,0.000,0.000,ILSWithAStar,5.341,33,1032.000,274,1
32,7,0.000,0.000,0.000,ILSWithGBFS,3.441,34,1060.000,297,1
32,7,0.000,0.000,0.000,AStar,146.198,36,1021.000,1544,0
